Comparison,Mean_Difference,CI_Lower,CI_Upper,Raw_p_value,FDR_corrected_p,Significant_FDR
Bad_SNR_Dominant Freq vs Bad_SNR_tSNE-Y,0.00533641351107886,-0.0320120087397757,0.0426848357619334,0.711840323649546,0.75692354414735,0
Bad_SNR_Dominant Freq vs Bad_SNR_IR1,0.0106020802530392,-0.0940264845198708,0.115230645025949,0.792404414819515,0.834247552235727,0
Bad_SNR_Dominant Freq vs Bad_SNR_IR2,0.0555486430577238,0.00154787259942855,0.109549413516019,0.0461140109594375,0.0774229973476872,0
Bad_SNR_Dominant Freq vs Bad_SNR_WP1,0.0574492543482986,-0.00299373531310685,0.117892244009704,0.0576449677539457,0.0910201366277088,0
Bad_SNR_Dominant Freq vs Bad_SNR_WP2,0.056135773319231,-0.00501619850325514,0.117287745141717,0.0633929194875861,0.0976924701282124,0
Bad_SNR_Dominant Freq vs Bad_SNR_Shock,0.0838578694297332,0.0515379210617557,0.116177817797711,0.00196821688437374,0.00627861186115222,1
Bad_SNR_Dominant Freq vs Bad_SNR_Sound,0.0838578694297332,0.0515379210617557,0.116177817797711,0.00196821688437374,0.00627861186115222,1
Bad_SNR_X Position vs Bad_SNR_Y Position,-0.00044603084422648,-0.0565243304135842,0.0556322687251312,0.983439391459364,0.983439391459364,0
Bad_SNR_X Position vs Bad_SNR_Z Position,0.0317195548103777,-0.0192244627305316,0.0826635723512869,0.158921550873909,0.215727552037348,0
Bad_SNR_X Position vs Bad_SNR_Speed,0.0508847678024426,0.0214459057679663,0.0803236298369189,0.00865411432875299,0.0205151967735453,1
Bad_SNR_X Position vs Bad_SNR_tSNE-X,0.0527349060646245,0.00202166923502167,0.103448142894227,0.0446916992582094,0.0757704976600775,0
Bad_SNR_X Position vs Bad_SNR_tSNE-Y,0.0717317541443923,0.041338473943069,0.102125034345716,0.0028045848691097,0.00798805868969639,1
Bad_SNR_X Position vs Bad_SNR_IR1,0.0769974208863527,-0.0253548306922377,0.179349672464943,0.104989544986455,0.15086335518324,0
Bad_SNR_X Position vs Bad_SNR_IR2,0.121943983691037,0.0724977497914012,0.171390217590673,0.00238081068078219,0.00723312959209066,1
Bad_SNR_X Position vs Bad_SNR_WP1,0.123844594981612,0.067433586871698,0.180255603091526,0.00366414617837937,0.00990561551612728,1
Bad_SNR_X Position vs Bad_SNR_WP2,0.122531113952544,0.0653611000068914,0.179701127898198,0.00400168541712382,0.0105498979178719,1
Bad_SNR_X Position vs Bad_SNR_Shock,0.150253210063047,0.126306897209566,0.174199522916527,6.37344544718893e-05,0.000369659835936958,1
Bad_SNR_X Position vs Bad_SNR_Sound,0.150253210063047,0.126306897209566,0.174199522916527,6.37344544718893e-05,0.000369659835936958,1
Bad_SNR_Y Position vs Bad_SNR_Z Position,0.0321655856546041,-0.0356076893676757,0.099938860676884,0.258001296862379,0.329209654796396,0
Bad_SNR_Y Position vs Bad_SNR_Speed,0.0513307986466691,-0.00219088370657951,0.104852480999918,0.0562264562213502,0.0910201366277088,0
Bad_SNR_Y Position vs Bad_SNR_tSNE-X,0.0531809369088509,-0.0144190355302891,0.120780909347991,0.0942976286675035,0.13673156156788,0
Bad_SNR_Y Position vs Bad_SNR_tSNE-Y,0.0721777849886188,0.0181252608529851,0.126230309124253,0.0206999008356155,0.0400198082821899,1
Bad_SNR_Y Position vs Bad_SNR_IR1,0.0774434517305792,-0.0342431960266356,0.189130099487794,0.126514198210885,0.177008900128387,0
Bad_SNR_Y Position vs Bad_SNR_IR2,0.122390014535264,0.0557352777876429,0.189044751282885,0.00699209857473984,0.0171575341949385,1
Bad_SNR_Y Position vs Bad_SNR_WP1,0.124290625825839,0.0523175355766773,0.196263716075,0.00868197982579503,0.0205151967735453,1
Bad_SNR_Y Position vs Bad_SNR_WP2,0.122977144796771,0.0504076306838648,0.195546658909677,0.00927399424925376,0.0217529718052349,1
Bad_SNR_Y Position vs Bad_SNR_Shock,0.150699240907273,0.0999907624908005,0.201407719323746,0.00117679306209724,0.00399358496605341,1
Bad_SNR_Y Position vs Bad_SNR_Sound,0.150699240907273,0.0999907624908005,0.201407719323746,0.00117679306209724,0.00399358496605341,1
Bad_SNR_Z Position vs Bad_SNR_Speed,0.0191652129920649,-0.0289501454970899,0.0672805714812198,0.330802228475251,0.4027706522275,0
Bad_SNR_Z Position vs Bad_SNR_tSNE-X,0.0210153512542468,-0.0423902755811559,0.0844209780896495,0.409525895800797,0.487458062539009,0
Bad_SNR_Z Position vs Bad_SNR_tSNE-Y,0.0400121993340146,-0.00869296061902433,0.0887173592870536,0.0847022949629813,0.123945101344913,0
Bad_SNR_Z Position vs Bad_SNR_IR1,0.045277866075975,-0.0639211473255298,0.15447687947748,0.3137759707279,0.386984974636512,0
Bad_SNR_Z Position vs Bad_SNR_IR2,0.0902244288806596,0.027827544571325,0.152621313189994,0.0159346486380096,0.0325843135610581,1
Bad_SNR_Z Position vs Bad_SNR_WP1,0.0921250401712344,0.0240762124029932,0.160173867939476,0.0197959131244259,0.0385054651627552,1
Bad_SNR_Z Position vs Bad_SNR_WP2,0.0908115591421668,0.0221322200422517,0.159490898242082,0.0213692044951989,0.0410111227289112,1
Bad_SNR_Z Position vs Bad_SNR_Shock,0.118533655252669,0.0735684795726862,0.163498830932652,0.00185408282383659,0.00603522878371297,1
Bad_SNR_Z Position vs Bad_SNR_Sound,0.118533655252669,0.0735684795726862,0.163498830932652,0.00185408282383659,0.00603522878371297,1
Bad_SNR_Speed vs Bad_SNR_tSNE-X,0.00185013826218186,-0.0460208047937764,0.0497210813181401,0.919713477355405,0.934358596421574,0
Bad_SNR_Speed vs Bad_SNR_tSNE-Y,0.0208469863419497,-0.00452122764184451,0.0462152003257439,0.0846356158553203,0.123945101344913,0
Bad_SNR_Speed vs Bad_SNR_IR1,0.0261126530839101,-0.0748614931246045,0.127086799292425,0.512453535225699,0.58383099191785,0
Bad_SNR_Speed vs Bad_SNR_IR2,0.0710592158885946,0.0245326122495051,0.117585819527684,0.0132591764789369,0.0274654369920836,1
Bad_SNR_Speed vs Bad_SNR_WP1,0.0729598271791695,0.019089644004168,0.126830010354171,0.01976946014037,0.0385054651627552,1
Bad_SNR_Speed vs Bad_SNR_WP2,0.0716463461501018,0.0169818668799434,0.12631082542026,0.0219847588856704,0.0417448695507671,1
Bad_SNR_Speed vs Bad_SNR_Shock,0.099368442260604,0.082244754030314,0.116492130490894,8.67996960426377e-05,0.00043950957202542,1
Bad_SNR_Speed vs Bad_SNR_Sound,0.099368442260604,0.082244754030314,0.116492130490894,8.67996960426377e-05,0.00043950957202542,1
Bad_SNR_tSNE-X vs Bad_SNR_tSNE-Y,0.0189968480797679,-0.0294668710571084,0.0674605672166441,0.33763865313872,0.406468813932817,0
Bad_SNR_tSNE-X vs Bad_SNR_IR1,0.0242625148217282,-0.0848290246961873,0.133354054339644,0.570326620108459,0.638365585314381,0
Bad_SNR_tSNE-X vs Bad_SNR_IR2,0.0692090776264128,0.00700047180664384,0.131417683446182,0.0366139765900343,0.0639908763007002,0
Bad_SNR_tSNE-X vs Bad_SNR_WP1,0.0711096889169876,0.00323346018292589,0.138985917651049,0.0437346778962115,0.0746062152347137,0
Bad_SNR_tSNE-X vs Bad_SNR_WP2,0.06979620788792,0.00128787930133106,0.138304536474509,0.0474104562026736,0.0791829085269784,0
Bad_SNR_tSNE-X vs Bad_SNR_Shock,0.0975183039984222,0.0528147639768688,0.142221844019976,0.00375096053700364,0.00997130342753468,1
Bad_SNR_tSNE-X vs Bad_SNR_Sound,0.0975183039984222,0.0528147639768688,0.142221844019976,0.00375096053700364,0.00997130342753468,1
Bad_SNR_tSNE-Y vs Bad_SNR_IR1,0.00526566674196037,-0.0959908544606254,0.106522187944546,0.892179647377757,0.918081637140337,0
Bad_SNR_tSNE-Y vs Bad_SNR_IR2,0.0502122295466449,0.00307594066323617,0.0973485184300537,0.0416525159434628,0.0714363042256163,0
Bad_SNR_tSNE-Y vs Bad_SNR_WP1,0.0521128408372198,-0.00228478336475656,0.106510465039196,0.056400344987347,0.0910201366277088,0
Bad_SNR_tSNE-Y vs Bad_SNR_WP2,0.0507993598081521,-0.00438496928434305,0.105983688900647,0.0629155317863382,0.0974274497079704,0
Bad_SNR_tSNE-Y vs Bad_SNR_Shock,0.0785214559186543,0.0598044694593068,0.0972384423780018,0.000310556232184213,0.00128659010476317,1
Bad_SNR_tSNE-Y vs Bad_SNR_Sound,0.0785214559186543,0.0598044694593068,0.0972384423780018,0.000310556232184213,0.00128659010476317,1
Bad_SNR_IR1 vs Bad_SNR_IR2,0.0449465628046846,-0.0635617854986192,0.153454911107988,0.314197832071651,0.386984974636512,0
Bad_SNR_IR1 vs Bad_SNR_WP1,0.0468471740952594,-0.0650068979836343,0.158701246174153,0.309538583626709,0.384213261388795,0
Bad_SNR_IR1 vs Bad_SNR_WP2,0.0455336930661918,-0.0667050796427065,0.15777246577509,0.323012343205374,0.39479286391768,0
Bad_SNR_IR1 vs Bad_SNR_Shock,0.0732557891766939,-0.026255805644866,0.172767383998254,0.110454310981819,0.156599667569779,0
Bad_SNR_IR1 vs Bad_SNR_Sound,0.0732557891766939,-0.026255805644866,0.172767383998254,0.110454310981819,0.156599667569779,0
Bad_SNR_IR2 vs Bad_SNR_WP1,0.00190061129057485,-0.0650342830791095,0.0688355056602592,0.94094872419498,0.952897279422853,0
Bad_SNR_IR2 vs Bad_SNR_WP2,0.00058713026150721,-0.0669886697178506,0.068162930240865,0.981909899579323,0.983439391459364,0
Bad_SNR_IR2 vs Bad_SNR_Shock,0.0283092263720094,-0.01495165835751,0.0715701111015288,0.143399138429531,0.196327575789787,0
Bad_SNR_IR2 vs Bad_SNR_Sound,0.0283092263720094,-0.01495165835751,0.0715701111015288,0.143399138429531,0.196327575789787,0
Bad_SNR_WP1 vs Bad_SNR_WP2,-0.00131348102906764,-0.0741404027817372,0.0715134407236019,0.962463357733288,0.968535681756842,0
Bad_SNR_WP1 vs Bad_SNR_Shock,0.0264086150814345,-0.0246675626994061,0.0774847928622752,0.224466869206805,0.288729561600689,0
Bad_SNR_WP1 vs Bad_SNR_Sound,0.0264086150814345,-0.0246675626994061,0.0774847928622752,0.224466869206805,0.288729561600689,0
Bad_SNR_WP2 vs Bad_SNR_Shock,0.0277220961105022,-0.0241911449294234,0.0796353371504277,0.212309979792073,0.27871145495338,0
Bad_SNR_WP2 vs Bad_SNR_Sound,0.0277220961105022,-0.0241911449294234,0.0796353371504277,0.212309979792073,0.27871145495338,0
Bad_SNR_Shock vs Bad_SNR_Sound,0,0,0,NaN,NaN,0
